Name,Location,Description,YC_batch,Website,Founders
Auricle,"Mountain View, CA, USA",Neurostimulation implant to restore hearing & speech understanding,W21,https://auricle.com,"Francis Wong (https://linkedin.com/in/loaded), Jay Dhuldhoya (https://www.linkedin.com/in/jaydhuldhoya/)"
